ASCII
964,13
965,5
966,7
967,8
968,10
969,13
970,11
971,13
972,11
973,6
974,7
975,4
976,5
977,13
978,4
979,6
980,1
981,6
982,6
983,7
984,11
985,6
986,10
987,2
988,4
989,5
990,6
991,4
992,2
993,5
994,2
995,1
996,1
997,4
998,4
999,1
